"Analysis_Name","GeneSet_Name","Source","Ranked_Genes","GSEA_Terms","Positive_NES","Negative_NES","Single_Pathway_Plots","CSV_File","PDF_File","PNG_File"
"MD_SW480","CP_BIOCARTA","computed","13840","26","10","15","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/CP_BIOCARTA/png/dotplot.png"
"HD_ALL","CP_KEGG_MEDICUS","computed","13949","107","84","22","10","results/ngs/GSE299428/tables/HD_ALL/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_ALL/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_ALL/CP_KEGG_MEDICUS/png/dotplot.png"
"HD_HCT116","CP_KEGG_MEDICUS","computed","13296","131","92","39","10","results/ngs/GSE299428/tables/HD_HCT116/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_HCT116/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_HCT116/CP_KEGG_MEDICUS/png/dotplot.png"
"HD_SW480","CP_KEGG_MEDICUS","computed","13915","55","44","10","10","results/ngs/GSE299428/tables/HD_SW480/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_SW480/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_SW480/CP_KEGG_MEDICUS/png/dotplot.png"
"LD_ALL","CP_KEGG_MEDICUS","computed","14177","98","27","70","10","results/ngs/GSE299428/tables/LD_ALL/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_ALL/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_ALL/CP_KEGG_MEDICUS/png/dotplot.png"
"LD_HCT116","CP_KEGG_MEDICUS","computed","12790","155","37","114","10","results/ngs/GSE299428/tables/LD_HCT116/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_HCT116/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_HCT116/CP_KEGG_MEDICUS/png/dotplot.png"
"LD_SW480","CP_KEGG_MEDICUS","computed","13851","51","20","30","10","results/ngs/GSE299428/tables/LD_SW480/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_SW480/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_SW480/CP_KEGG_MEDICUS/png/dotplot.png"
"MD_ALL","CP_KEGG_MEDICUS","computed","14231","69","25","43","10","results/ngs/GSE299428/tables/MD_ALL/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_ALL/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_ALL/CP_KEGG_MEDICUS/png/dotplot.png"
"MD_HCT116","CP_KEGG_MEDICUS","computed","13431","117","41","75","10","results/ngs/GSE299428/tables/MD_HCT116/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_HCT116/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_HCT116/CP_KEGG_MEDICUS/png/dotplot.png"
"MD_SW480","CP_KEGG_MEDICUS","computed","13840","73","44","28","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/CP_KEGG_MEDICUS/png/dotplot.png"
"HD_ALL","CP_KEGG_LEGACY","computed","13949","51","25","26","10","results/ngs/GSE299428/tables/HD_ALL/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_ALL/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_ALL/CP_KEGG_LEGACY/png/dotplot.png"
"HD_HCT116","CP_KEGG_LEGACY","computed","13296","54","21","33","10","results/ngs/GSE299428/tables/HD_HCT116/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_HCT116/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_HCT116/CP_KEGG_LEGACY/png/dotplot.png"
"HD_SW480","CP_KEGG_LEGACY","computed","13915","35","27","8","10","results/ngs/GSE299428/tables/HD_SW480/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_SW480/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_SW480/CP_KEGG_LEGACY/png/dotplot.png"
"LD_ALL","CP_KEGG_LEGACY","computed","14177","36","12","24","10","results/ngs/GSE299428/tables/LD_ALL/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_ALL/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_ALL/CP_KEGG_LEGACY/png/dotplot.png"
"LD_HCT116","CP_KEGG_LEGACY","computed","12790","60","30","30","10","results/ngs/GSE299428/tables/LD_HCT116/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_HCT116/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_HCT116/CP_KEGG_LEGACY/png/dotplot.png"
"LD_SW480","CP_KEGG_LEGACY","computed","13851","27","17","10","10","results/ngs/GSE299428/tables/LD_SW480/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_SW480/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_SW480/CP_KEGG_LEGACY/png/dotplot.png"
"MD_ALL","CP_KEGG_LEGACY","computed","14231","49","22","27","10","results/ngs/GSE299428/tables/MD_ALL/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_ALL/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_ALL/CP_KEGG_LEGACY/png/dotplot.png"
"MD_HCT116","CP_KEGG_LEGACY","computed","13431","72","35","37","10","results/ngs/GSE299428/tables/MD_HCT116/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_HCT116/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_HCT116/CP_KEGG_LEGACY/png/dotplot.png"
"MD_SW480","CP_KEGG_LEGACY","computed","13840","32","20","12","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/CP_KEGG_LEGACY/png/dotplot.png"
"HD_ALL","CP_REACTOME","computed","13949","425","325","95","10","results/ngs/GSE299428/tables/HD_ALL/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_ALL/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_ALL/CP_REACTOME/png/dotplot.png"
"HD_HCT116","CP_REACTOME","computed","13296","512","388","118","10","results/ngs/GSE299428/tables/HD_HCT116/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_HCT116/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_HCT116/CP_REACTOME/png/dotplot.png"
"HD_SW480","CP_REACTOME","computed","13915","273","167","100","10","results/ngs/GSE299428/tables/HD_SW480/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_SW480/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_SW480/CP_REACTOME/png/dotplot.png"
"LD_ALL","CP_REACTOME","computed","14177","493","114","375","10","results/ngs/GSE299428/tables/LD_ALL/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_ALL/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_ALL/CP_REACTOME/png/dotplot.png"
"LD_HCT116","CP_REACTOME","computed","12790","585","140","433","10","results/ngs/GSE299428/tables/LD_HCT116/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_HCT116/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_HCT116/CP_REACTOME/png/dotplot.png"
"LD_SW480","CP_REACTOME","computed","13851","330","128","198","10","results/ngs/GSE299428/tables/LD_SW480/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_SW480/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_SW480/CP_REACTOME/png/dotplot.png"
"MD_ALL","CP_REACTOME","computed","14231","491","116","370","10","results/ngs/GSE299428/tables/MD_ALL/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_ALL/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_ALL/CP_REACTOME/png/dotplot.png"
"MD_HCT116","CP_REACTOME","computed","13431","576","133","438","10","results/ngs/GSE299428/tables/MD_HCT116/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_HCT116/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_HCT116/CP_REACTOME/png/dotplot.png"
"MD_SW480","CP_REACTOME","computed","13840","397","171","222","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/CP_REACTOME/png/dotplot.png"
"HD_ALL","CP_WIKIPATHWAYS","computed","13949","158","96","61","10","results/ngs/GSE299428/tables/HD_ALL/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_ALL/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_ALL/CP_WIKIPATHWAYS/png/dotplot.png"
"HD_HCT116","CP_WIKIPATHWAYS","computed","13296","179","77","100","10","results/ngs/GSE299428/tables/HD_HCT116/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_HCT116/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_HCT116/CP_WIKIPATHWAYS/png/dotplot.png"
"HD_SW480","CP_WIKIPATHWAYS","computed","13915","129","99","30","10","results/ngs/GSE299428/tables/HD_SW480/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_SW480/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_SW480/CP_WIKIPATHWAYS/png/dotplot.png"
"LD_ALL","CP_WIKIPATHWAYS","computed","14177","149","71","78","10","results/ngs/GSE299428/tables/LD_ALL/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_ALL/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_ALL/CP_WIKIPATHWAYS/png/dotplot.png"
"LD_HCT116","CP_WIKIPATHWAYS","computed","12790","201","102","95","10","results/ngs/GSE299428/tables/LD_HCT116/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_HCT116/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_HCT116/CP_WIKIPATHWAYS/png/dotplot.png"
"LD_SW480","CP_WIKIPATHWAYS","computed","13851","95","58","37","10","results/ngs/GSE299428/tables/LD_SW480/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_SW480/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_SW480/CP_WIKIPATHWAYS/png/dotplot.png"
"MD_ALL","CP_WIKIPATHWAYS","computed","14231","150","70","80","10","results/ngs/GSE299428/tables/MD_ALL/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_ALL/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_ALL/CP_WIKIPATHWAYS/png/dotplot.png"
"MD_HCT116","CP_WIKIPATHWAYS","computed","13431","195","84","110","10","results/ngs/GSE299428/tables/MD_HCT116/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_HCT116/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_HCT116/CP_WIKIPATHWAYS/png/dotplot.png"
"MD_SW480","CP_WIKIPATHWAYS","computed","13840","143","107","36","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/CP_WIKIPATHWAYS/png/dotplot.png"
"HD_ALL","TFT_TFT_LEGACY","computed","13949","71","49","22","10","results/ngs/GSE299428/tables/HD_ALL/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_ALL/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_ALL/TFT_TFT_LEGACY/png/dotplot.png"
"HD_HCT116","TFT_TFT_LEGACY","computed","13296","178","55","123","10","results/ngs/GSE299428/tables/HD_HCT116/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_HCT116/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_HCT116/TFT_TFT_LEGACY/png/dotplot.png"
"HD_SW480","TFT_TFT_LEGACY","computed","13915","145","139","6","10","results/ngs/GSE299428/tables/HD_SW480/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_SW480/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_SW480/TFT_TFT_LEGACY/png/dotplot.png"
"LD_ALL","TFT_TFT_LEGACY","computed","14177","163","123","40","10","results/ngs/GSE299428/tables/LD_ALL/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_ALL/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_ALL/TFT_TFT_LEGACY/png/dotplot.png"
"LD_HCT116","TFT_TFT_LEGACY","computed","12790","180","134","46","10","results/ngs/GSE299428/tables/LD_HCT116/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_HCT116/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_HCT116/TFT_TFT_LEGACY/png/dotplot.png"
"LD_SW480","TFT_TFT_LEGACY","computed","13851","177","169","8","10","results/ngs/GSE299428/tables/LD_SW480/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_SW480/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_SW480/TFT_TFT_LEGACY/png/dotplot.png"
"MD_ALL","TFT_TFT_LEGACY","computed","14231","116","81","35","10","results/ngs/GSE299428/tables/MD_ALL/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_ALL/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_ALL/TFT_TFT_LEGACY/png/dotplot.png"
"MD_HCT116","TFT_TFT_LEGACY","computed","13431","141","100","41","10","results/ngs/GSE299428/tables/MD_HCT116/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_HCT116/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_HCT116/TFT_TFT_LEGACY/png/dotplot.png"
"MD_SW480","TFT_TFT_LEGACY","computed","13840","184","179","5","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/TFT_TFT_LEGACY/png/dotplot.png"
"HD_ALL","TFT_GTRD","computed","13949","31","21","7","10","results/ngs/GSE299428/tables/HD_ALL/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_ALL/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_ALL/TFT_GTRD/png/dotplot.png"
"HD_HCT116","TFT_GTRD","computed","13296","66","51","12","10","results/ngs/GSE299428/tables/HD_HCT116/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_HCT116/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_HCT116/TFT_GTRD/png/dotplot.png"
"HD_SW480","TFT_GTRD","computed","13915","19","13","3","10","results/ngs/GSE299428/tables/HD_SW480/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_SW480/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_SW480/TFT_GTRD/png/dotplot.png"
"LD_ALL","TFT_GTRD","computed","14177","69","19","47","10","results/ngs/GSE299428/tables/LD_ALL/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_ALL/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_ALL/TFT_GTRD/png/dotplot.png"
"LD_HCT116","TFT_GTRD","computed","12790","85","28","54","10","results/ngs/GSE299428/tables/LD_HCT116/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_HCT116/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_HCT116/TFT_GTRD/png/dotplot.png"
"LD_SW480","TFT_GTRD","computed","13851","34","8","23","10","results/ngs/GSE299428/tables/LD_SW480/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_SW480/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_SW480/TFT_GTRD/png/dotplot.png"
"MD_ALL","TFT_GTRD","computed","14231","66","12","51","10","results/ngs/GSE299428/tables/MD_ALL/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_ALL/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_ALL/TFT_GTRD/png/dotplot.png"
"MD_HCT116","TFT_GTRD","computed","13431","72","16","53","10","results/ngs/GSE299428/tables/MD_HCT116/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_HCT116/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_HCT116/TFT_GTRD/png/dotplot.png"
"MD_SW480","TFT_GTRD","computed","13840","31","12","16","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/TFT_GTRD/png/dotplot.png"
"HD_ALL","GO_BP","computed","13949","745","386","347","10","results/ngs/GSE299428/tables/HD_ALL/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_ALL/GO_BP/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_ALL/GO_BP/png/dotplot.png"
"HD_HCT116","GO_BP","computed","13296","1292","494","781","10","results/ngs/GSE299428/tables/HD_HCT116/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_HCT116/GO_BP/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_HCT116/GO_BP/png/dotplot.png"
"HD_SW480","GO_BP","computed","13915","955","713","228","10","results/ngs/GSE299428/tables/HD_SW480/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_SW480/GO_BP/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_SW480/GO_BP/png/dotplot.png"
"LD_ALL","GO_BP","computed","14177","1208","699","498","10","results/ngs/GSE299428/tables/LD_ALL/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_ALL/GO_BP/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_ALL/GO_BP/png/dotplot.png"
