"TF","LD_SW480"
"IRF2","1.134271740316082688"
"IRF3","3.213831528050971720"
"IRF4","2.670035829686611351"
"IRF9","1.069253480593218564"
"JUN","1.190795342366830711"
"JUNB","2.615904973272906275"
"JUND","-0.101779996041521201"
"KDM5B","3.691040606716645911"
"KLF1","1.982770022836850554"
"KLF13","-2.634535393204666232"
"KLF3","0.438817441600264035"
"KLF4","1.370630423395839737"
"KLF5","3.707563241112821650"
"KLF6","4.433155359462832124"
"KLF9","3.456718178641481565"
"KMT2A","-0.724509068363140218"
"LEF1","0.901717304649185425"
"LHX2","1.409048286681890971"
"LYL1","3.749816373002100800"
"MAF","3.036097396500980761"
"MAFB","4.392040371587258463"
"MAFF","2.245989799194211045"
"MAFG","4.542636986611666039"
"MAFK","4.447363175487424769"
"MAX","3.584178912027547792"
"MAZ","4.146414488883904959"
"MBD1","-1.119975119004039232"
"MBD2","1.452277955755039596"
"MEF2A","3.799579782326889088"
"MEF2B","-0.986548678456599881"
"MEF2C","2.302278676680436842"
"MEIS1","1.190337917613868646"
"MEIS2","3.023925827209307915"
"MITF","0.613963253124226949"
"MNT","-4.251401088085255076"
"MXI1","-2.259914783981396447"
"MYB","-1.432475600154397233"
"MYBL2","2.264341656637495870"
"MYC","-2.462109152674140322"
"MYCN","0.096629803289219288"
"MYOD1","3.185355023214421877"
"NANOG","2.213538087522234576"
"NCOA1","2.386090841897506643"
"NCOA2","3.850753870560555292"
"NCOA3","3.008605639550405719"
"NEUROD1","2.396966915467231729"
"NFATC1","2.307206076856797239"
"NFATC2","-0.601256589226689897"
"NFE2","3.272557610839575748"
"NFE2L1","1.415302505353371210"
"NFE2L2","0.432605749852573052"
"NFIC","-1.241556574657613377"
"NFKB1","0.856744058331468716"
"NFKB2","-2.392053461485637911"
"NFYA","-1.049785798024782002"
"NFYB","0.621715459457019115"
"NR1H2","-0.198188429331158433"
"NR1H3","0.287299676502341117"
"NR2C2","-1.568045907333152966"
"NR2F1","1.645039249002534065"
"NR2F6","-2.988954696782009091"
"NR3C1","0.725219785753499657"
"NR4A1","3.277158192138630799"
"NR5A2","0.858918071807307282"
"NRF1","-0.426505249694013766"
"ONECUT1","2.966296561103021201"
"OTX2","2.019944514920130274"
"PAX5","3.749346109436250796"
"PAX6","0.035974526604755849"
"PAX8","0.007256211170396468"
"PBX2","2.950892784657895618"
"PBX3","3.847472828885558194"
"PDX1","3.396824230732338190"
"PGR","0.358670497082789197"
"PKNOX1","3.190978366305694536"
"POU2F1","1.345737680523703128"
"POU4F2","3.815313281596393047"
"POU5F1","3.418682778992570004"
"PPARA","0.937754568112351139"
"PPARG","2.501702171729606849"
"PRDM1","3.632914839751820502"
"PRDM14","5.530514432493542465"
"PROX1","3.378008243629183838"
"RARA","0.426003411873702664"
"RBPJ","2.205562138785833071"
"REL","0.209485166065154826"
"RELA","0.821985919988575731"
"RELB","0.294179610849454598"
"REST","1.807120796791043649"
"RFX1","0.002189412632908132"
"RFX2","0.047022328842790652"
"RFX5","-1.371394805196882505"
"RUNX1","1.719891327380735468"
"RUNX2","1.837392675058838076"
"RUNX3","-0.413625457952434217"
"RXRA","0.202000281274459931"
"SIX2","1.365659962926193183"
"SIX5","1.894980573077881481"
"SMAD1","3.401445648275528200"
"SMAD3","-0.840390858499134086"
"SMAD4","-2.047385063978908182"
"SMAD5","-0.488801037012515704"
"SNAI2","-3.096330334877989365"
"SNAPC4","-0.644366529901825746"
"SOX10","-1.193068942882792971"
"SOX11","1.147534698689973043"
"SOX13","3.205802903044188135"
"SOX2","1.075700002808221756"
"SOX6","1.581211119586255043"
"SOX9","1.229195814681340648"
"SP1","2.305340191516596082"
"SP2","2.172997446882477757"
"SP3","2.645964430518655153"
"SP4","0.744151552962141083"
"SPI1","2.326015601192584104"
"SPIB","0.975986781071308984"
"SREBF1","4.093098265480073827"
"SREBF2","3.666646239628578829"
"SRF","-0.036846721342926131"
"STAT1","-0.285996926923912598"
"STAT2","0.132641234835497501"
"STAT3","0.576259925994971112"
"STAT4","-0.465843033873482970"
"STAT5A","-0.193866220095002900"
"STAT5B","0.371970471874014164"
"STAT6","-2.669550588324013152"
"TAL1","2.027025747228937913"
"TBP","1.606814249241935944"
"TBX21","4.877514511165237820"
"TCF12","5.382628685467236274"
"TCF3","0.340647498139307170"
"TCF4","2.735106569926500697"
"TCF7","2.775752301668354960"
"TCF7L2","2.420562118791817596"
"TEAD1","6.524284934099455313"
"TEAD2","-0.170125987148314728"
"TEAD4","4.403734196253448197"
"TFAP2A","1.487120306621582566"
"TFAP2C","2.765270932297247963"
"TFAP4","2.227657954996235201"
"TFDP1","-1.586635083165053528"
"TGIF2","-0.594092014786629874"
"THAP1","2.912963020596274877"
"THAP11","-0.012718636831660031"
"TP53","0.077518265595603458"
"TP63","1.662509592257846558"
"TP73","2.769597649597315137"
"TWIST1","-1.635971366282941597"
"USF1","0.443892638403910689"
"USF2","0.318914351675826158"
"VDR","1.296924794956958449"
"WT1","0.299514478627778080"
"XBP1","2.393086584727915245"
"YY1","-1.878723609654936455"
"ZBED1","-0.027773229300573642"
"ZBTB11","0.170637945601041396"
"ZBTB33","-0.015070066456846869"
"ZBTB7A","-5.931545398941627134"
"ZEB1","-3.283773899120072670"
"ZEB2","-0.548152434803865107"
"ZFX","-0.462351175847292739"
"ZKSCAN1","2.945042317563107304"
"ZNF143","3.866223729830879918"
"ZNF217","3.825970731652063250"
"ZNF24","-1.143654950936459525"
"ZNF263","-5.761933660811127567"
"ZNF274","0.880502196380041680"
"ZNF384","3.742767144722775274"
"ZNF592","1.845723850049603376"
"ZNF639","1.046506943950283652"
"ZNF740","2.091097778185792677"
