"TF","LD_ALL"
"GATA2","0.22072455240200442"
"GATA3","0.36902965668221754"
"GATA4","0.06047560820416227"
"GATA6","1.44671529240636154"
"GFI1B","2.23470544040051777"
"GLI2","0.47809228612207849"
"GRHL2","3.13126790971718716"
"HBP1","-0.98915561021362830"
"HHEX","-0.18122653046779313"
"HIF1A","-0.34788108921980432"
"HINFP","1.08703619790221628"
"HMBOX1","-2.19263546428861922"
"HNF1A","1.53290225168835348"
"HNF1B","0.38258697616064763"
"HNF4A","2.41741886901760550"
"HNF4G","3.38761146921264222"
"HOXA9","0.84004106947958834"
"HOXB13","1.45186585347723440"
"HSF1","0.73667920771502216"
"IKZF1","3.33968577301870750"
"IRF1","0.91197131301656087"
"IRF2","1.17053899836071906"
"IRF3","3.34508732063549896"
"IRF4","2.30296254816388579"
"IRF9","0.78544324533381471"
"JUN","0.63973062632985445"
"JUNB","2.91814479403954374"
"JUND","0.71767704250852615"
"KDM5B","3.38566584864615550"
"KLF1","3.05108169398714102"
"KLF13","-1.76439398691403504"
"KLF3","-0.76472110542090088"
"KLF4","0.16167127904948481"
"KLF5","4.98639953417881809"
"KLF6","3.56468617046219949"
"KLF9","5.39647546068171202"
"KMT2A","0.54082956701581431"
"LEF1","0.30036259983390357"
"LHX2","-0.62789275462974126"
"LYL1","5.22026572264031152"
"MAF","3.35190703638061782"
"MAFB","4.28080182655029162"
"MAFF","1.47331282096672811"
"MAFG","2.38977362699969875"
"MAFK","3.81475510809348917"
"MAX","4.57969708500421646"
"MAZ","5.74746918432428799"
"MBD1","-2.88027416718127238"
"MBD2","2.88439637767945900"
"MEF2A","3.27169986018730219"
"MEF2B","1.07429555943755339"
"MEF2C","1.47547809098080673"
"MEIS1","0.16374458784647375"
"MEIS2","1.50228996479631660"
"MITF","-0.28879895615099904"
"MNT","-6.42037141462861261"
"MXI1","-2.95768424699158183"
"MYB","0.18900180448057766"
"MYBL2","0.32097191779687168"
"MYC","-3.07770611928409155"
"MYCN","-2.70876951774801800"
"MYOD1","3.82441086486029835"
"NANOG","1.66440840737143159"
"NCOA1","1.23527253179665375"
"NCOA2","2.53950650855424609"
"NCOA3","0.95135300496441444"
"NEUROD1","2.58746599144661227"
"NFATC1","2.36396486908564096"
"NFATC2","0.16696015274110876"
"NFE2","4.16699515829830958"
"NFE2L1","2.10235597588590784"
"NFE2L2","0.17068656156461609"
"NFIC","-0.59170560932252680"
"NFKB1","1.07440276891121367"
"NFKB2","-2.45041803045236284"
"NFYA","-1.45948543412318954"
"NFYB","-0.93373970830741393"
"NR1H2","0.78115389613834474"
"NR1H3","0.29323406810263192"
"NR2C2","-3.29219772137213873"
"NR2F1","5.44387871016951763"
"NR2F6","-1.86232316796705888"
"NR3C1","1.08983503007732319"
"NR4A1","3.54951573827610067"
"NR5A2","0.21850104324192010"
"NRF1","-0.06073564878193011"
"ONECUT1","1.41875639427522726"
"OTX2","0.99719171486693370"
"PAX5","3.56318806484541195"
"PAX6","0.32879189711602386"
"PAX8","-0.27500121693374313"
"PBX2","3.03054089513818070"
"PBX3","2.61583708662265080"
"PDX1","2.51539798144126969"
"PGR","0.08449776921741044"
"PKNOX1","1.64522815105818299"
"POU2F1","1.37026112463272476"
"POU2F2","0.02869278223478004"
"POU4F2","1.37498571209710030"
"POU5F1","3.28233702611592815"
"PPARA","2.43408668798552297"
"PPARG","1.44848693926701499"
"PRDM1","1.02148819723634499"
"PRDM14","7.86677109685956300"
"PROX1","2.98808329747523516"
"RARA","0.47732399706727352"
"RBPJ","2.28537105683784114"
"REL","0.01720012412671474"
"RELA","0.72252589903025011"
"RELB","0.54112555287217867"
"REST","1.71955987238749719"
"RFX1","0.79626520492107089"
"RFX2","0.04108408963742712"
"RFX5","-0.46875245628182793"
"RUNX1","2.04733210014215139"
"RUNX2","1.43704389136781985"
"RUNX3","0.34286736579456800"
"RXRA","0.64192509691467858"
"SIX2","1.48218563850016616"
"SIX5","4.66086912668478792"
"SMAD1","1.10998263316000778"
"SMAD3","1.39831680655840906"
"SMAD4","-0.15710142410498407"
"SMAD5","-1.96135381353801219"
"SNAI2","-3.86668779410288366"
"SNAPC4","0.23497847641804545"
"SOX10","-0.44838915390763123"
"SOX11","-0.25345096480203050"
"SOX13","2.88636737344926386"
"SOX2","1.52803815216308037"
"SOX6","1.54439340238148137"
"SOX9","2.09616585985514536"
"SP1","1.59533796982393228"
"SP2","1.90707961862861963"
"SP3","1.68873612422985042"
"SP4","0.64750964181429571"
"SPI1","2.71613597666868900"
"SPIB","1.05077686065412457"
"SREBF1","0.46966536020111388"
"SREBF2","-0.41683983436961247"
"SRF","1.10499702934840527"
"STAT1","2.65634732493601700"
"STAT2","1.34980216471848102"
"STAT3","0.71544502000111176"
"STAT4","1.09977912296499114"
"STAT5A","1.00121162769564753"
"STAT5B","1.14603803281575689"
"STAT6","-0.71549015187911658"
"TAL1","2.30930242711211298"
"TBP","1.99394279102684169"
"TBX21","3.33668507238137524"
"TCF12","3.20666044735110445"
"TCF3","0.52093648876458087"
"TCF4","0.94969640463120386"
"TCF7","1.24743502095508685"
"TCF7L2","1.40384701880324392"
"TEAD1","4.56749512975330330"
"TEAD2","1.84721202982603772"
"TEAD4","4.44961032806073575"
"TFAP2A","1.73247107636961606"
"TFAP2C","2.86220933438536429"
"TFAP4","3.46860241607767739"
"TFDP1","-3.69038508031530954"
"TGIF2","-0.81989401990914645"
"THAP1","5.13887880224505089"
"THAP11","2.06536423185640139"
"TP53","-0.04144832639451912"
"TP63","1.53823121094614135"
"TP73","2.83833447557972018"
"TWIST1","-0.45883380840291343"
"USF1","0.09486053597922856"
"USF2","0.55611058555726323"
"VDR","1.42187097797477136"
"WT1","0.56805429080234260"
"XBP1","0.09829701459276163"
"YY1","-1.19392456338627140"
"ZBED1","0.05645696495182977"
"ZBTB11","-1.54996553511843249"
"ZBTB33","-1.60915741506973742"
"ZBTB7A","-7.88028853614985003"
"ZEB1","-2.47986756597434832"
"ZEB2","-0.22575514629408927"
"ZFX","-0.59190243661785658"
"ZKSCAN1","2.44007976881279731"
"ZNF143","3.64488538101016823"
"ZNF217","1.57944852542673231"
"ZNF24","-0.20591559206291554"
"ZNF263","-9.98426010158213550"
"ZNF274","-0.49900351290267475"
"ZNF384","3.35294251409445598"
"ZNF592","2.37497072897933670"
"ZNF639","2.18759488715994888"
"ZNF740","0.96074638559357650"
