"TF","LD_ALL","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"PPARA","2.43408668798552297","2.43408668798552297","2.43408668798552297","Activated","79","viper","79","2.43408668798552297",NA,NA,"3","GTEx--Coexpression(rank=873); Enrichr--Queries(rank=1021); ARCHS4--Coexpression(rank=1024)","1432","0.54320000000000002","GTEx Coexpression,0.5432"
"HNF4A","2.41741886901760594","2.41741886901760594","2.41741886901760594","Activated","80","viper","80","2.41741886901760594",NA,NA,"6","ENCODE--ChIP-seq(rank=44); Literature--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=143); ARCHS4--Coexpression(rank=749); Enrichr--Queries(rank=1033); GTEx--Coexpression(rank=1227)","1206","0.37290000000000001","ENCODE ChIP-seq,0.3729"
"ARNTL","2.40113782620633875","2.40113782620633875","2.40113782620633875","Activated","81","viper","81","2.40113782620633875",NA,NA,"4","ReMap--ChIP-seq(rank=125); ARCHS4--Coexpression(rank=223); Enrichr--Queries(rank=956); GTEx--Coexpression(rank=1427)","585","0.13700000000000001","ARCHS4 Coexpression,0.137"
"MAFG","2.38977362699969875","2.38977362699969875","2.38977362699969875","Activated","82","viper","82","2.38977362699969875",NA,NA,"4","ReMap--ChIP-seq(rank=167); GTEx--Coexpression(rank=934); Enrichr--Queries(rank=1038); ARCHS4--Coexpression(rank=1292)","1456","0.56230000000000002","ReMap ChIP-seq,0.5623"
"ZNF592","2.37497072897933714","2.37497072897933714","2.37497072897933714","Activated","83","viper","83","2.37497072897933714",NA,NA,"4","ReMap--ChIP-seq(rank=58); GTEx--Coexpression(rank=440); ARCHS4--Coexpression(rank=676); Enrichr--Queries(rank=1371)","770","0.19530000000000000","ReMap ChIP-seq,0.1953"
"NFATC1","2.36396486908564096","2.36396486908564096","2.36396486908564096","Activated","84","viper","84","2.36396486908564096",NA,NA,"5","ENCODE--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=234); Enrichr--Queries(rank=662); ARCHS4--Coexpression(rank=820); GTEx--Coexpression(rank=975)","1351","0.47149999999999997","Enrichr Queries,0.4715"
"ATF7","2.35414475640601539","2.35414475640601539","2.35414475640601539","Activated","85","viper","85","2.35414475640601539",NA,NA,"4","ReMap--ChIP-seq(rank=76); GTEx--Coexpression(rank=453); ARCHS4--Coexpression(rank=606); Enrichr--Queries(rank=1151)","938","0.25590000000000002","ReMap ChIP-seq,0.2559"
"TAL1","2.30930242711211298","2.30930242711211298","2.30930242711211298","Activated","86","viper","86","2.30930242711211298",NA,NA,"6","ENCODE--ChIP-seq(rank=45); Literature--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=102); GTEx--Coexpression(rank=286); ARCHS4--Coexpression(rank=297); Enrichr--Queries(rank=1093)","714","0.17799999999999999","GTEx Coexpression,0.178"
"IRF4","2.30296254816388579","2.30296254816388579","2.30296254816388579","Activated","87","viper","87","2.30296254816388579",NA,NA,"5","ReMap--ChIP-seq(rank=28); ENCODE--ChIP-seq(rank=96); GTEx--Coexpression(rank=1152); Enrichr--Queries(rank=1168); ARCHS4--Coexpression(rank=1239)","427","0.09428000000000000","ReMap ChIP-seq,0.09428"
"RBPJ","2.28537105683784114","2.28537105683784114","2.28537105683784114","Activated","88","viper","88","2.28537105683784114",NA,NA,"5","Enrichr--Queries(rank=79); GTEx--Coexpression(rank=88); Literature--ChIP-seq(rank=104); ReMap--ChIP-seq(rank=142); ARCHS4--Coexpression(rank=903)","253","0.05476000000000000","GTEx Coexpression,0.05476"
"BACH2","2.24410823800027659","2.24410823800027659","2.24410823800027659","Activated","89","viper","89","2.24410823800027659",NA,NA,"4","ReMap--ChIP-seq(rank=166); Enrichr--Queries(rank=167); GTEx--Coexpression(rank=569); ARCHS4--Coexpression(rank=1156)","525","0.11890000000000001","Enrichr Queries,0.1189"
"GFI1B","2.23470544040051777","2.23470544040051777","2.23470544040051777","Activated","90","viper","90","2.23470544040051777",NA,NA,"5","ReMap--ChIP-seq(rank=93); Literature--ChIP-seq(rank=111); Enrichr--Queries(rank=294); ARCHS4--Coexpression(rank=446); GTEx--Coexpression(rank=535)","817","0.20940000000000000","Enrichr Queries,0.2094"
"BCL6","-2.20193987150059600","-2.20193987150059600","2.20193987150059600","Repressed","91","viper","91","2.20193987150059600",NA,NA,"5","Literature--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=230); GTEx--Coexpression(rank=549); ARCHS4--Coexpression(rank=776); Enrichr--Queries(rank=1052)","951","0.26219999999999999","Literature ChIP-seq,0.2622"
"HMBOX1","-2.19263546428861922","-2.19263546428861922","2.19263546428861922","Repressed","92","viper","92","2.19263546428861922",NA,NA,"4","GTEx--Coexpression(rank=181); ReMap--ChIP-seq(rank=253); Enrichr--Queries(rank=1061); ARCHS4--Coexpression(rank=1527)","503","0.11260000000000001","GTEx Coexpression,0.1126"
"ZNF639","2.18759488715994888","2.18759488715994888","2.18759488715994888","Activated","93","viper","93","2.18759488715994888",NA,NA,"4","Enrichr--Queries(rank=85); ARCHS4--Coexpression(rank=108); ReMap--ChIP-seq(rank=110); GTEx--Coexpression(rank=1585)","281","0.06054000000000000","Enrichr Queries,0.06054"
"ESR2","2.15537007945370673","2.15537007945370673","2.15537007945370673","Activated","94","viper","94","2.15537007945370673",NA,NA,"5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=107); GTEx--Coexpression(rank=323); Enrichr--Queries(rank=410); ARCHS4--Coexpression(rank=865)","56","0.01220000000000000","Literature ChIP-seq,0.0122"
"EOMES","2.14626481937733038","2.14626481937733038","2.14626481937733038","Activated","95","viper","95","2.14626481937733038",NA,NA,"5","Literature--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=250); ARCHS4--Coexpression(rank=381); GTEx--Coexpression(rank=611); Enrichr--Queries(rank=698)","883","0.23400000000000001","ARCHS4 Coexpression,0.234"
"NFE2L1","2.10235597588590828","2.10235597588590828","2.10235597588590828","Activated","96","viper","96","2.10235597588590828",NA,NA,"4","ReMap--ChIP-seq(rank=154); Enrichr--Queries(rank=406); ARCHS4--Coexpression(rank=624); GTEx--Coexpression(rank=874)","1020","0.28920000000000001","Enrichr Queries,0.2892"
"SOX9","2.09616585985514536","2.09616585985514536","2.09616585985514536","Activated","97","viper","97","2.09616585985514536",NA,NA,"5","ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=46); ARCHS4--Coexpression(rank=48); Enrichr--Queries(rank=431); GTEx--Coexpression(rank=766)","47","0.01010000000000000","ReMap ChIP-seq,0.0101"
"FOXP2","-2.09265405092268475","-2.09265405092268475","2.09265405092268475","Repressed","98","viper","98","2.09265405092268475",NA,NA,"6","ENCODE--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=48); Literature--ChIP-seq(rank=70); Enrichr--Queries(rank=669); ARCHS4--Coexpression(rank=700); GTEx--Coexpression(rank=991)","667","0.16159999999999999","ReMap ChIP-seq,0.1616"
"ETV1","2.08809749715776105","2.08809749715776105","2.08809749715776105","Activated","99","viper","99","2.08809749715776105",NA,NA,"4","ReMap--ChIP-seq(rank=98); GTEx--Coexpression(rank=199); Enrichr--Queries(rank=748); ARCHS4--Coexpression(rank=895)","541","0.12379999999999999","GTEx Coexpression,0.1238"
"THAP11","2.06536423185640139","2.06536423185640139","2.06536423185640139","Activated","100","viper","100","2.06536423185640139",NA,NA,"5","Literature--ChIP-seq(rank=143); ReMap--ChIP-seq(rank=254); GTEx--Coexpression(rank=386); ARCHS4--Coexpression(rank=938); Enrichr--Queries(rank=1177)","905","0.24020000000000000","GTEx Coexpression,0.2402"
"CTCFL","2.05595304668628032","2.05595304668628032","2.05595304668628032","Activated","101","viper","101","2.05595304668628032",NA,NA,"5","ReMap--ChIP-seq(rank=44); ENCODE--ChIP-seq(rank=111); GTEx--Coexpression(rank=444); ARCHS4--Coexpression(rank=512); Enrichr--Queries(rank=961)","629","0.14810000000000001","ReMap ChIP-seq,0.1481"
"RUNX1","2.04733210014215139","2.04733210014215139","2.04733210014215139","Activated","102","viper","102","2.04733210014215139",NA,NA,"5","Enrichr--Queries(rank=50); Literature--ChIP-seq(rank=57); GTEx--Coexpression(rank=120); ReMap--ChIP-seq(rank=196); ARCHS4--Coexpression(rank=690)","166","0.03561000000000000","Enrichr Queries,0.03561"
"TBP","1.99394279102684169","1.99394279102684169","1.99394279102684169","Activated","103","viper","103","1.99394279102684169",NA,NA,"5","ENCODE--ChIP-seq(rank=64); Literature--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=195); ARCHS4--Coexpression(rank=871); GTEx--Coexpression(rank=1099)","1425","0.53500000000000003","ARCHS4 Coexpression,0.535"
"SMAD5","-1.96135381353801219","-1.96135381353801219","1.96135381353801219","Repressed","104","viper","104","1.96135381353801219",NA,NA,"4","ReMap--ChIP-seq(rank=255); ARCHS4--Coexpression(rank=469); GTEx--Coexpression(rank=855); Enrichr--Queries(rank=1000)","1016","0.28810000000000002","ARCHS4 Coexpression,0.2881"
"SP2","1.90707961862861941","1.90707961862861941","1.90707961862861941","Activated","105","viper","105","1.90707961862861941",NA,NA,"5","ENCODE--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=224); ARCHS4--Coexpression(rank=357); GTEx--Coexpression(rank=953); Enrichr--Queries(rank=1053)","845","0.21929999999999999","ARCHS4 Coexpression,0.2193"
"FOXK2","1.90067152279760121","1.90067152279760121","1.90067152279760121","Activated","106","viper","106","1.90067152279760121",NA,NA,"4","ReMap--ChIP-seq(rank=269); Enrichr--Queries(rank=302); GTEx--Coexpression(rank=807); ARCHS4--Coexpression(rank=1431)","833","0.21510000000000001","Enrichr Queries,0.2151"
"ATF4","-1.86806776285291831","-1.86806776285291831","1.86806776285291831","Repressed","107","viper","107","1.86806776285291831",NA,NA,"4","ReMap--ChIP-seq(rank=282); Enrichr--Queries(rank=411); GTEx--Coexpression(rank=854); ARCHS4--Coexpression(rank=1319)","1030","0.29270000000000002","Enrichr Queries,0.2927"
"NR2F6","-1.86232316796705888","-1.86232316796705888","1.86232316796705888","Repressed","108","viper","108","1.86232316796705888",NA,NA,"4","ReMap--ChIP-seq(rank=17); Enrichr--Queries(rank=692); GTEx--Coexpression(rank=1070); ARCHS4--Coexpression(rank=1221)","265","0.05724000000000000","ReMap ChIP-seq,0.05724"
"TEAD2","1.84721202982603772","1.84721202982603772","1.84721202982603772","Activated","109","viper","109","1.84721202982603772",NA,NA,"4","Enrichr--Queries(rank=190); ReMap--ChIP-seq(rank=252); ARCHS4--Coexpression(rank=717); GTEx--Coexpression(rank=1045)","579","0.13530000000000000","Enrichr Queries,0.1353"
"ELF5","-1.79780488327035659","-1.79780488327035659","1.79780488327035659","Repressed","110","viper","110","1.79780488327035659",NA,NA,"5","Literature--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=153); ARCHS4--Coexpression(rank=208); Enrichr--Queries(rank=994); GTEx--Coexpression(rank=1129)","556","0.12780000000000000","ARCHS4 Coexpression,0.1278"
"KLF13","-1.76439398691403526","-1.76439398691403526","1.76439398691403526","Repressed","111","viper","111","1.76439398691403526",NA,NA,"4","ReMap--ChIP-seq(rank=65); Enrichr--Queries(rank=502); ARCHS4--Coexpression(rank=964); GTEx--Coexpression(rank=1053)","843","0.21890000000000001","ReMap ChIP-seq,0.2189"
"TFAP2A","1.73247107636961606","1.73247107636961606","1.73247107636961606","Activated","112","viper","112","1.73247107636961606",NA,NA,"6","GTEx--Coexpression(rank=20); ENCODE--ChIP-seq(rank=31); Literature--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=257); ARCHS4--Coexpression(rank=323); Enrichr--Queries(rank=399)","57","0.01245000000000000","GTEx Coexpression,0.01245"
"REST","1.71955987238749719","1.71955987238749719","1.71955987238749719","Activated","113","viper","113","1.71955987238749719",NA,NA,"6","ENCODE--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=51); Literature--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=190); Enrichr--Queries(rank=666); GTEx--Coexpression(rank=1084)","491","0.11020000000000001","ENCODE ChIP-seq,0.1102"
"SP3","1.68873612422985064","1.68873612422985064","1.68873612422985064","Activated","114","viper","114","1.68873612422985064",NA,NA,"3","Enrichr--Queries(rank=438); GTEx--Coexpression(rank=1405); ARCHS4--Coexpression(rank=1492)","1079","0.31200000000000000","Enrichr Queries,0.312"
"NANOG","1.66440840737143159","1.66440840737143159","1.66440840737143159","Activated","115","viper","115","1.66440840737143159",NA,NA,"6","Literature--ChIP-seq(rank=25); ENCODE--ChIP-seq(rank=118); GTEx--Coexpression(rank=145); ReMap--ChIP-seq(rank=219); Enrichr--Queries(rank=249); ARCHS4--Coexpression(rank=602)","409","0.09023000000000000","GTEx Coexpression,0.09023"
"PKNOX1","1.64522815105818299","1.64522815105818299","1.64522815105818299","Activated","116","viper","116","1.64522815105818299",NA,NA,"4","ReMap--ChIP-seq(rank=67); Enrichr--Queries(rank=482); ARCHS4--Coexpression(rank=831); GTEx--Coexpression(rank=1121)","861","0.22559999999999999","ReMap ChIP-seq,0.2256"
"CEBPG","1.63199915269285323","1.63199915269285323","1.63199915269285323","Activated","117","viper","117","1.63199915269285323",NA,NA,"4","ReMap--ChIP-seq(rank=106); ARCHS4--Coexpression(rank=830); Enrichr--Queries(rank=941); GTEx--Coexpression(rank=1052)","1175","0.35690000000000000","ReMap ChIP-seq,0.3569"
"ZBTB33","-1.60915741506973720","-1.60915741506973720","1.60915741506973720","Repressed","118","viper","118","1.60915741506973720",NA,NA,"5","ENCODE--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=172); GTEx--Coexpression(rank=189); Enrichr--Queries(rank=419); ARCHS4--Coexpression(rank=1524)","519","0.11760000000000000","GTEx Coexpression,0.1176"
"SP1","1.59533796982393206","1.59533796982393206","1.59533796982393206","Activated","119","viper","119","1.59533796982393206",NA,NA,"5","ENCODE--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=148); Enrichr--Queries(rank=490); GTEx--Coexpression(rank=1026); ARCHS4--Coexpression(rank=1373)","769","0.19489999999999999","ENCODE ChIP-seq,0.1949"
"EHF","1.58173519534047835","1.58173519534047835","1.58173519534047835","Activated","120","viper","120","1.58173519534047835",NA,NA,"4","Enrichr--Queries(rank=253); ReMap--ChIP-seq(rank=293); GTEx--Coexpression(rank=667); ARCHS4--Coexpression(rank=1261)","723","0.18020000000000000","Enrichr Queries,0.1802"
"ZNF217","1.57944852542673253","1.57944852542673253","1.57944852542673253","Activated","121","viper","121","1.57944852542673253",NA,NA,"6","Literature--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=12); Enrichr--Queries(rank=137); ReMap--ChIP-seq(rank=242); ARCHS4--Coexpression(rank=750); GTEx--Coexpression(rank=1029)","283","0.06098000000000000","Literature ChIP-seq,0.06098"
"ZBTB11","-1.54996553511843271","-1.54996553511843271","1.54996553511843271","Repressed","122","viper","122","1.54996553511843271",NA,NA,"4","ReMap--ChIP-seq(rank=70); Enrichr--Queries(rank=843); ARCHS4--Coexpression(rank=1053); GTEx--Coexpression(rank=1230)","888","0.23569999999999999","ReMap ChIP-seq,0.2357"
"SOX6","1.54439340238148137","1.54439340238148137","1.54439340238148137","Activated","123","viper","123","1.54439340238148137",NA,NA,"4","ReMap--ChIP-seq(rank=204); GTEx--Coexpression(rank=776); ARCHS4--Coexpression(rank=1028); Enrichr--Queries(rank=1083)","1367","0.48290000000000000","GTEx Coexpression,0.4829"
"ETS2","-1.54150816599140938","-1.54150816599140938","1.54150816599140938","Repressed","124","viper","124","1.54150816599140938",NA,NA,"4","GTEx--Coexpression(rank=68); Literature--ChIP-seq(rank=121); Enrichr--Queries(rank=684); ARCHS4--Coexpression(rank=1442)","199","0.04231000000000000","GTEx Coexpression,0.04231"
"TP63","1.53823121094614113","1.53823121094614113","1.53823121094614113","Activated","125","viper","125","1.53823121094614113",NA,NA,"5","GTEx--Coexpression(rank=56); Literature--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=180); ARCHS4--Coexpression(rank=797); Enrichr--Queries(rank=1032)","162","0.03485000000000000","GTEx Coexpression,0.03485"
"HNF1A","1.53290225168835370","1.53290225168835370","1.53290225168835370","Activated","126","viper","126","1.53290225168835370",NA,NA,"3","ARCHS4--Coexpression(rank=796); GTEx--Coexpression(rank=1002); Enrichr--Queries(rank=1036)","1375","0.48890000000000000","ARCHS4 Coexpression,0.4889"
"SOX2","1.52803815216308037","1.52803815216308037","1.52803815216308037","Activated","127","viper","127","1.52803815216308037",NA,NA,"5","Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=11); ReMap--ChIP-seq(rank=91); GTEx--Coexpression(rank=297); Enrichr--Queries(rank=972)","31","0.00675700000000000","ARCHS4 Coexpression,0.006757"
"FOXM1","-1.51572810503522359","-1.51572810503522359","1.51572810503522359","Repressed","128","viper","128","1.51572810503522359",NA,NA,"6","Literature--ChIP-seq(rank=16); ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=287); ARCHS4--Coexpression(rank=660); Enrichr--Queries(rank=1161); GTEx--Coexpression(rank=1335)","440","0.09755999999999999","Literature ChIP-seq,0.09756"
"CEBPB","1.51306002232362502","1.51306002232362502","1.51306002232362502","Activated","129","viper","129","1.51306002232362502",NA,NA,"6","ENCODE--ChIP-seq(rank=10); Literature--ChIP-seq(rank=30); ReMap--ChIP-seq(rank=176); Enrichr--Queries(rank=353); GTEx--Coexpression(rank=637); ARCHS4--Coexpression(rank=1279)","387","0.08475000000000001","ENCODE ChIP-seq,0.08475"
"MEIS2","1.50228996479631638","1.50228996479631638","1.50228996479631638","Activated","130","viper","130","1.50228996479631638",NA,NA,"4","ReMap--ChIP-seq(rank=60); ARCHS4--Coexpression(rank=124); GTEx--Coexpression(rank=355); Enrichr--Queries(rank=676)","354","0.07617000000000000","ARCHS4 Coexpression,0.07617"
"ATF3","-1.50054851615573526","-1.50054851615573526","1.50054851615573526","Repressed","131","viper","131","1.50054851615573526",NA,NA,"6","Literature--ChIP-seq(rank=74); ENCODE--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=194); Enrichr--Queries(rank=486); GTEx--Coexpression(rank=824); ARCHS4--Coexpression(rank=1462)","1155","0.34620000000000001","Enrichr Queries,0.3462"
"CTCF","1.48478590207094974","1.48478590207094974","1.48478590207094974","Activated","132","viper","132","1.48478590207094974",NA,NA,"6","ENCODE--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=73); Literature--ChIP-seq(rank=130); ReMap--ChIP-seq(rank=147); Enrichr--Queries(rank=216); GTEx--Coexpression(rank=1326)","212","0.04484000000000000","ARCHS4 Coexpression,0.04484"
"SIX2","1.48218563850016616","1.48218563850016616","1.48218563850016616","Activated","133","viper","133","1.48218563850016616",NA,NA,"4","ReMap--ChIP-seq(rank=267); ARCHS4--Coexpression(rank=538); GTEx--Coexpression(rank=843); Enrichr--Queries(rank=1292)","1122","0.33050000000000002","ARCHS4 Coexpression,0.3305"
"MEF2C","1.47547809098080673","1.47547809098080673","1.47547809098080673","Activated","134","viper","134","1.47547809098080673",NA,NA,"5","Enrichr--Queries(rank=34); ARCHS4--Coexpression(rank=40); ReMap--ChIP-seq(rank=114); ENCODE--ChIP-seq(rank=117); GTEx--Coexpression(rank=1364)","112","0.02422000000000000","Enrichr Queries,0.02422"
"MAFF","1.47331282096672811","1.47331282096672811","1.47331282096672811","Activated","135","viper","135","1.47331282096672811",NA,NA,"5","ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=239); Enrichr--Queries(rank=751); GTEx--Coexpression(rank=759); ARCHS4--Coexpression(rank=856)","1353","0.47230000000000000","GTEx Coexpression,0.4723"
"NFYA","-1.45948543412318976","-1.45948543412318976","1.45948543412318976","Repressed","136","viper","136","1.45948543412318976",NA,NA,"5","ReMap--ChIP-seq(rank=16); ENCODE--ChIP-seq(rank=58); GTEx--Coexpression(rank=231); Enrichr--Queries(rank=455); ARCHS4--Coexpression(rank=1209)","248","0.05387000000000000","ReMap ChIP-seq,0.05387"
"HOXB13","1.45186585347723462","1.45186585347723462","1.45186585347723462","Activated","137","viper","137","1.45186585347723462",NA,NA,"4","ReMap--ChIP-seq(rank=276); ARCHS4--Coexpression(rank=301); GTEx--Coexpression(rank=310); Enrichr--Queries(rank=315)","733","0.18490000000000001","ARCHS4 Coexpression,0.1849"
"PPARG","1.44848693926701499","1.44848693926701499","1.44848693926701499","Activated","138","viper","138","1.44848693926701499",NA,NA,"5","Literature--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=77); GTEx--Coexpression(rank=78); Enrichr--Queries(rank=462); ARCHS4--Coexpression(rank=911)","226","0.04854000000000000","GTEx Coexpression,0.04854"
"GATA6","1.44671529240636154","1.44671529240636154","1.44671529240636154","Activated","139","viper","139","1.44671529240636154",NA,NA,"5","ReMap--ChIP-seq(rank=18); Literature--ChIP-seq(rank=113); GTEx--Coexpression(rank=292); Enrichr--Queries(rank=694); ARCHS4--Coexpression(rank=1395)","282","0.06061000000000000","ReMap ChIP-seq,0.06061"
"RUNX2","1.43704389136781985","1.43704389136781985","1.43704389136781985","Activated","140","viper","140","1.43704389136781985",NA,NA,"5","GTEx--Coexpression(rank=18); Literature--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=131); Enrichr--Queries(rank=385); ARCHS4--Coexpression(rank=412)","52","0.01120000000000000","GTEx Coexpression,0.0112"
"VDR","1.42187097797477113","1.42187097797477113","1.42187097797477113","Activated","141","viper","141","1.42187097797477113",NA,NA,"5","Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=197); Enrichr--Queries(rank=468); ARCHS4--Coexpression(rank=752); GTEx--Coexpression(rank=1078)","201","0.04268000000000000","Literature ChIP-seq,0.04268"
"ONECUT1","1.41875639427522726","1.41875639427522726","1.41875639427522726","Activated","142","viper","142","1.41875639427522726",NA,NA,"4","ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=747); Enrichr--Queries(rank=939); GTEx--Coexpression(rank=1281)","1130","0.33329999999999999","ReMap ChIP-seq,0.3333"
"TCF7L2","1.40384701880324392","1.40384701880324392","1.40384701880324392","Activated","143","viper","143","1.40384701880324392",NA,NA,"6","ENCODE--ChIP-seq(rank=21); Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=139); ARCHS4--Coexpression(rank=207); GTEx--Coexpression(rank=340); Enrichr--Queries(rank=652)","553","0.12709999999999999","ARCHS4 Coexpression,0.1271"
"SMAD3","1.39831680655840906","1.39831680655840906","1.39831680655840906","Activated","144","viper","144","1.39831680655840906",NA,NA,"5","Literature--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=50); ARCHS4--Coexpression(rank=496); Enrichr--Queries(rank=667); GTEx--Coexpression(rank=946)","558","0.12800000000000000","Literature ChIP-seq,0.128"
"E2F5","-1.38923079364297331","-1.38923079364297331","1.38923079364297331","Repressed","145","viper","145","1.38923079364297331",NA,NA,"4","ReMap--ChIP-seq(rank=32); Enrichr--Queries(rank=329); ARCHS4--Coexpression(rank=590); GTEx--Coexpression(rank=1148)","480","0.10770000000000000","ReMap ChIP-seq,0.1077"
"POU4F2","1.37498571209710052","1.37498571209710052","1.37498571209710052","Activated","146","viper","146","1.37498571209710052",NA,NA,"4","ReMap--ChIP-seq(rank=119); ARCHS4--Coexpression(rank=311); GTEx--Coexpression(rank=1109); Enrichr--Queries(rank=1226)","755","0.19100000000000000","ARCHS4 Coexpression,0.191"
"ATF1","1.37483076849470409","1.37483076849470409","1.37483076849470409","Activated","147","viper","147","1.37483076849470409",NA,NA,"5","ReMap--ChIP-seq(rank=39); ENCODE--ChIP-seq(rank=109); Enrichr--Queries(rank=111); ARCHS4--Coexpression(rank=614); GTEx--Coexpression(rank=1097)","365","0.07906000000000001","Enrichr Queries,0.07906"
"FOXJ2","-1.37472962723350989","-1.37472962723350989","1.37472962723350989","Repressed","148","viper","148","1.37472962723350989",NA,NA,"4","ReMap--ChIP-seq(rank=13); ARCHS4--Coexpression(rank=45); GTEx--Coexpression(rank=628); Enrichr--Queries(rank=849)","129","0.02764000000000000","ARCHS4 Coexpression,0.02764"
"POU2F1","1.37026112463272476","1.37026112463272476","1.37026112463272476","Activated","149","viper","149","1.37026112463272476",NA,NA,"4","ReMap--ChIP-seq(rank=222); ARCHS4--Coexpression(rank=397); Enrichr--Queries(rank=844); GTEx--Coexpression(rank=995)","916","0.24390000000000001","ARCHS4 Coexpression,0.2439"
"STAT2","1.34980216471848102","1.34980216471848102","1.34980216471848102","Activated","150","viper","150","1.34980216471848102",NA,NA,"5","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=68); Enrichr--Queries(rank=128); ARCHS4--Coexpression(rank=185); GTEx--Coexpression(rank=315)","79","0.01695000000000000","ENCODE ChIP-seq,0.01695"
"GABPA","1.33953950527673427","1.33953950527673427","1.33953950527673427","Activated","151","viper","151","1.33953950527673427",NA,NA,"6","ENCODE--ChIP-seq(rank=94); Literature--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=149); Enrichr--Queries(rank=223); GTEx--Coexpression(rank=293); ARCHS4--Coexpression(rank=1460)","659","0.15880000000000000","Enrichr Queries,0.1588"
"TCF7","1.24743502095508685","1.24743502095508685","1.24743502095508685","Activated","152","viper","152","1.24743502095508685",NA,NA,"5","Literature--ChIP-seq(rank=72); ARCHS4--Coexpression(rank=102); Enrichr--Queries(rank=283); ReMap--ChIP-seq(rank=284); GTEx--Coexpression(rank=548)","291","0.06265000000000000","ARCHS4 Coexpression,0.06265"
"NCOA1","1.23527253179665353","1.23527253179665353","1.23527253179665353","Activated","153","viper","153","1.23527253179665353",NA,NA,"4","ReMap--ChIP-seq(rank=277); ARCHS4--Coexpression(rank=319); Enrichr--Queries(rank=847); GTEx--Coexpression(rank=853)","774","0.19589999999999999","ARCHS4 Coexpression,0.1959"
"YY1","-1.19392456338627140","-1.19392456338627140","1.19392456338627140","Repressed","154","viper","154","1.19392456338627140",NA,NA,"6","ENCODE--ChIP-seq(rank=67); Literature--ChIP-seq(rank=76); Enrichr--Queries(rank=104); ReMap--ChIP-seq(rank=200); GTEx--Coexpression(rank=885); ARCHS4--Coexpression(rank=1439)","347","0.07407000000000000","Enrichr Queries,0.07407"
"FOXL2","-1.18587481664919281","-1.18587481664919281","1.18587481664919281","Repressed","155","viper","155","1.18587481664919281",NA,NA,"3","GTEx--Coexpression(rank=367); ARCHS4--Coexpression(rank=652); Enrichr--Queries(rank=888)","868","0.22839999999999999","GTEx Coexpression,0.2284"
"IRF2","1.17053899836071906","1.17053899836071906","1.17053899836071906","Activated","156","viper","156","1.17053899836071906",NA,NA,"4","ReMap--ChIP-seq(rank=138); ARCHS4--Coexpression(rank=178); GTEx--Coexpression(rank=284); Enrichr--Queries(rank=497)","487","0.10929999999999999","ARCHS4 Coexpression,0.1093"
"ARID2","-1.16048937990050449","-1.16048937990050449","1.16048937990050449","Repressed","157","viper","157","1.16048937990050449",NA,NA,"4","ReMap--ChIP-seq(rank=23); Enrichr--Queries(rank=823); ARCHS4--Coexpression(rank=864); GTEx--Coexpression(rank=1518)","359","0.07743999999999999","ReMap ChIP-seq,0.07744"
"E2F3","-1.15144499717795967","-1.15144499717795967","1.15144499717795967","Repressed","158","viper","158","1.15144499717795967",NA,NA,"3","Enrichr--Queries(rank=56); ARCHS4--Coexpression(rank=320); GTEx--Coexpression(rank=1011)","187","0.03989000000000000","Enrichr Queries,0.03989"
