"TF","MD_HCT116","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"FOSL2","-0.234234248580205057","-0.234234248580205057","0.234234248580205057","Repressed","239","viper","239","0.234234248580205057",NA,NA,"5","ENCODE--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=39); Enrichr--Queries(rank=204); ARCHS4--Coexpression(rank=731); GTEx--Coexpression(rank=1021)","348","0.09322000000000000","ENCODE ChIP-seq,0.09322"
"NR2F6","-0.230715311340983831","-0.230715311340983831","0.230715311340983831","Repressed","240","viper","240","0.230715311340983831",NA,NA,"4","ReMap--ChIP-seq(rank=23); Enrichr--Queries(rank=490); ARCHS4--Coexpression(rank=537); GTEx--Coexpression(rank=603)","296","0.07743999999999999","ReMap ChIP-seq,0.07744"
"SMAD4","0.215759841728170559","0.215759841728170559","0.215759841728170559","Activated","241","viper","241","0.215759841728170559",NA,NA,"5","Literature--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=166); ARCHS4--Coexpression(rank=963); Enrichr--Queries(rank=1302); GTEx--Coexpression(rank=1481)","242","0.06098000000000000","Literature ChIP-seq,0.06098"
"NFE2L1","0.198880402820345720","0.198880402820345720","0.198880402820345720","Activated","242","viper","242","0.198880402820345720",NA,NA,"4","ReMap--ChIP-seq(rank=278); GTEx--Coexpression(rank=532); Enrichr--Queries(rank=969); ARCHS4--Coexpression(rank=1036)","943","0.33110000000000001","GTEx Coexpression,0.3311"
"ATF7","-0.180840042136752893","-0.180840042136752893","0.180840042136752893","Repressed","243","viper","243","0.180840042136752893",NA,NA,"4","ReMap--ChIP-seq(rank=121); ARCHS4--Coexpression(rank=427); GTEx--Coexpression(rank=679); Enrichr--Queries(rank=1222)","808","0.26229999999999998","ARCHS4 Coexpression,0.2623"
"RFX2","0.180011759286668099","0.180011759286668099","0.180011759286668099","Activated","244","viper","244","0.180011759286668099",NA,NA,"4","ReMap--ChIP-seq(rank=154); Enrichr--Queries(rank=283); ARCHS4--Coexpression(rank=572); GTEx--Coexpression(rank=1156)","655","0.20160000000000000","Enrichr Queries,0.2016"
"SP3","0.178097233661367177","0.178097233661367177","0.178097233661367177","Activated","245","viper","245","0.178097233661367177",NA,NA,"3","ARCHS4--Coexpression(rank=1168); GTEx--Coexpression(rank=1241); Enrichr--Queries(rank=1273)","1510","0.71740000000000004","ARCHS4 Coexpression,0.7174"
"ATF3","0.175748814618593402","0.175748814618593402","0.175748814618593402","Activated","246","viper","246","0.175748814618593402",NA,NA,"6","Enrichr--Queries(rank=70); Literature--ChIP-seq(rank=90); ENCODE--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=107); ARCHS4--Coexpression(rank=239); GTEx--Coexpression(rank=867)","203","0.04986000000000000","Enrichr Queries,0.04986"
"IRF9","0.154511277634758276","0.154511277634758276","0.154511277634758276","Activated","247","viper","247","0.154511277634758276",NA,NA,"4","ReMap--ChIP-seq(rank=214); ARCHS4--Coexpression(rank=434); GTEx--Coexpression(rank=434); Enrichr--Queries(rank=574)","819","0.26660000000000000","ARCHS4 Coexpression,0.2666"
"PKNOX1","-0.136884533171755862","-0.136884533171755862","0.136884533171755862","Repressed","248","viper","248","0.136884533171755862",NA,NA,"4","ReMap--ChIP-seq(rank=233); Enrichr--Queries(rank=981); GTEx--Coexpression(rank=1344); ARCHS4--Coexpression(rank=1483)","1492","0.69869999999999999","Enrichr Queries,0.6987"
"AR","-0.121330778100031664","-0.121330778100031664","0.121330778100031664","Repressed","249","viper","249","0.121330778100031664",NA,NA,"5","Literature--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=73); ARCHS4--Coexpression(rank=109); Enrichr--Queries(rank=287); GTEx--Coexpression(rank=1070)","154","0.03659000000000000","Literature ChIP-seq,0.03659"
"ONECUT1","-0.114542801176224965","-0.114542801176224965","0.114542801176224965","Repressed","250","viper","250","0.114542801176224965",NA,NA,"4","ReMap--ChIP-seq(rank=151); ARCHS4--Coexpression(rank=446); Enrichr--Queries(rank=580); GTEx--Coexpression(rank=902)","832","0.27400000000000002","ARCHS4 Coexpression,0.274"
"RXRA","0.112723463838890134","0.112723463838890134","0.112723463838890134","Activated","251","viper","251","0.112723463838890134",NA,NA,"6","ENCODE--ChIP-seq(rank=52); Literature--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=100); Enrichr--Queries(rank=263); ARCHS4--Coexpression(rank=730); GTEx--Coexpression(rank=793)","620","0.18729999999999999","Enrichr Queries,0.1873"
"HNF4G","0.112226086269142822","0.112226086269142822","0.112226086269142822","Activated","252","viper","252","0.112226086269142822",NA,NA,"5","ReMap--ChIP-seq(rank=9); ENCODE--ChIP-seq(rank=30); GTEx--Coexpression(rank=166); ARCHS4--Coexpression(rank=212); Enrichr--Queries(rank=416)","130","0.03030000000000000","ReMap ChIP-seq,0.0303"
"FOXO3","0.099275367707976153","0.099275367707976153","0.099275367707976153","Activated","253","viper","253","0.099275367707976153",NA,NA,"4","Literature--ChIP-seq(rank=86); ARCHS4--Coexpression(rank=442); Enrichr--Queries(rank=531); GTEx--Coexpression(rank=905)","825","0.27150000000000002","ARCHS4 Coexpression,0.2715"
"EHF","-0.098481576706899027","-0.098481576706899027","0.098481576706899027","Repressed","254","viper","254","0.098481576706899027",NA,NA,"4","ARCHS4--Coexpression(rank=22); Enrichr--Queries(rank=22); GTEx--Coexpression(rank=26); ReMap--ChIP-seq(rank=173)","58","0.01351000000000000","ARCHS4 Coexpression,0.01351"
"FOXK2","-0.082811077021345547","-0.082811077021345547","0.082811077021345547","Repressed","255","viper","255","0.082811077021345547",NA,NA,"4","ReMap--ChIP-seq(rank=244); GTEx--Coexpression(rank=998); Enrichr--Queries(rank=1262); ARCHS4--Coexpression(rank=1592)","1415","0.62100000000000000","GTEx Coexpression,0.621"
"HOXA9","0.079008726967379345","0.079008726967379345","0.079008726967379345","Activated","256","viper","256","0.079008726967379345",NA,NA,"4","ReMap--ChIP-seq(rank=272); Enrichr--Queries(rank=286); GTEx--Coexpression(rank=513); ARCHS4--Coexpression(rank=654)","663","0.20369999999999999","Enrichr Queries,0.2037"
"ARID2","-0.076356995779871206","-0.076356995779871206","0.076356995779871206","Repressed","257","viper","257","0.076356995779871206",NA,NA,"4","ReMap--ChIP-seq(rank=59); GTEx--Coexpression(rank=1066); Enrichr--Queries(rank=1326); ARCHS4--Coexpression(rank=1532)","645","0.19869999999999999","ReMap ChIP-seq,0.1987"
"ARID3A","0.074864854415656476","0.074864854415656476","0.074864854415656476","Activated","258","viper","258","0.074864854415656476",NA,NA,"5","ENCODE--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=206); Enrichr--Queries(rank=396); ARCHS4--Coexpression(rank=582); GTEx--Coexpression(rank=1048)","852","0.28210000000000002","Enrichr Queries,0.2821"
"CEBPD","0.060426871490002136","0.060426871490002136","0.060426871490002136","Activated","259","viper","259","0.060426871490002136",NA,NA,"5","Literature--ChIP-seq(rank=46); ENCODE--ChIP-seq(rank=93); ReMap--ChIP-seq(rank=126); ARCHS4--Coexpression(rank=543); GTEx--Coexpression(rank=898)","848","0.28050000000000003","Literature ChIP-seq,0.2805"
"ETV4","0.059960978904828328","0.059960978904828328","0.059960978904828328","Activated","260","viper","260","0.059960978904828328",NA,NA,"4","Enrichr--Queries(rank=40); ReMap--ChIP-seq(rank=82); ARCHS4--Coexpression(rank=565); GTEx--Coexpression(rank=879)","123","0.02849000000000000","Enrichr Queries,0.02849"
"ZFX","-0.044118482589338717","-0.044118482589338717","0.044118482589338717","Repressed","261","viper","261","0.044118482589338717",NA,NA,"5","Literature--ChIP-seq(rank=163); ReMap--ChIP-seq(rank=232); Enrichr--Queries(rank=1390); GTEx--Coexpression(rank=1430); ARCHS4--Coexpression(rank=1529)","1561","0.78110000000000002","ReMap ChIP-seq,0.7811"
"FOXO4","-0.038591163606070705","-0.038591163606070705","0.038591163606070705","Repressed","262","viper","262","0.038591163606070705",NA,NA,"3","Enrichr--Queries(rank=411); ARCHS4--Coexpression(rank=955); GTEx--Coexpression(rank=1493)","878","0.29270000000000002","Enrichr Queries,0.2927"
"EGR1","-0.038372246980430610","-0.038372246980430610","0.038372246980430610","Repressed","263","viper","263","0.038372246980430610",NA,NA,"6","Literature--ChIP-seq(rank=7); Enrichr--Queries(rank=39); ReMap--ChIP-seq(rank=50); ENCODE--ChIP-seq(rank=70); GTEx--Coexpression(rank=517); ARCHS4--Coexpression(rank=775)","121","0.02778000000000000","Enrichr Queries,0.02778"
"ELF3","-0.036305853643393345","-0.036305853643393345","0.036305853643393345","Repressed","264","viper","264","0.036305853643393345",NA,NA,"4","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=60); Enrichr--Queries(rank=100)","13","0.00311100000000000","GTEx Coexpression,0.003111"
"NFIC","-0.029847367829667369","-0.029847367829667369","0.029847367829667369","Repressed","265","viper","265","0.029847367829667369",NA,NA,"5","ENCODE--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=47); ARCHS4--Coexpression(rank=130); GTEx--Coexpression(rank=482); Enrichr--Queries(rank=755)","307","0.07985000000000000","ARCHS4 Coexpression,0.07985"
"GABPA","0.004675306459415844","0.004675306459415844","0.004675306459415844","Activated","266","viper","266","0.004675306459415844",NA,NA,"6","ENCODE--ChIP-seq(rank=24); Literature--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=133); ARCHS4--Coexpression(rank=1079); GTEx--Coexpression(rank=1223); Enrichr--Queries(rank=1347)","661","0.20340000000000000","ENCODE ChIP-seq,0.2034"
"NR1H3","-0.004380025791026249","-0.004380025791026249","0.004380025791026249","Repressed","267","viper","267","0.004380025791026249",NA,NA,"5","Literature--ChIP-seq(rank=26); Enrichr--Queries(rank=237); ARCHS4--Coexpression(rank=252); ReMap--ChIP-seq(rank=253); GTEx--Coexpression(rank=429)","533","0.15479999999999999","ARCHS4 Coexpression,0.1548"
