"TF","MD_SW480"
"ETV4","0.6632471357955481706"
"FLI1","-0.6758363792962497341"
"FOS","1.0238793261282352898"
"FOSL1","1.0083119645908515949"
"FOSL2","0.2636727335371569225"
"FOXA1","2.3859318366842625636"
"FOXA2","-0.3079593660627223950"
"FOXJ2","-0.2986380348031931198"
"FOXK2","0.0792469210693080850"
"FOXL2","-0.9464470916210434570"
"FOXM1","-0.0393476521820839004"
"FOXO1","-0.1680425736816381355"
"FOXO3","2.5753424562363069761"
"FOXO4","0.1218998360513168649"
"FOXP1","-5.6306420100564267273"
"FOXP2","-3.4903091262119896321"
"GABPA","2.3327665229063021535"
"GATA1","0.7350767338272298224"
"GATA2","-0.6757362507168701571"
"GATA3","1.5231716348818860052"
"GATA4","-0.8967083725819715578"
"GATA6","2.9733551668689353065"
"GFI1B","1.3660704059599171334"
"GLI2","1.1396535134295355807"
"GRHL2","3.0318488587058851635"
"HBP1","-1.5137414847390437966"
"HHEX","-0.0515500306132812211"
"HIF1A","1.8056545412189395350"
"HINFP","0.3764067186189393177"
"HMBOX1","-2.6980873127223183872"
"HNF1A","-2.0726427149409301087"
"HNF1B","1.3716328026679616148"
"HNF4A","2.0681332618262633360"
"HNF4G","3.0103498272680595527"
"HOXA9","2.7817053565399776360"
"HOXB13","0.2818486003951501950"
"HSF1","0.0791779545308771981"
"IKZF1","2.1210720717203708219"
"IRF1","3.0539858586249479799"
"IRF2","4.3246170762834079682"
"IRF3","1.4339879804821920040"
"IRF4","4.0266858416184048153"
"IRF9","2.9464600289208355832"
"JUN","1.5633826992362918062"
"JUNB","3.1936998511043803717"
"JUND","-0.2032920357200454498"
"KDM5B","3.3678932291802836652"
"KLF1","1.3255073475486636170"
"KLF13","-1.7687763144262924619"
"KLF3","0.3560975918153644892"
"KLF4","0.7283258952554290122"
"KLF5","1.1779552393058396742"
"KLF6","3.2942031866648955329"
"KLF9","-0.4645586838762829629"
"KMT2A","-2.8477320876275298289"
"LEF1","2.6798132029323831205"
"LHX2","3.3275500790298244702"
"LYL1","1.2953871703790440506"
"MAF","0.4557385688046227123"
"MAFB","3.8416685272366137838"
"MAFF","4.5118430091374186475"
"MAFG","5.1474386681371200325"
"MAFK","3.8161089319396515052"
"MAX","0.4360703416978119473"
"MAZ","1.3783453999570620674"
"MBD1","1.2973772786207622421"
"MBD2","0.4316463799093798737"
"MEF2A","4.2678770034095725450"
"MEF2B","-0.4053566166254978786"
"MEF2C","1.9816901114505052206"
"MEIS1","3.2082042288876531089"
"MEIS2","4.0078322753229480568"
"MITF","0.9858840517846457763"
"MNT","-0.4688305316508061260"
"MXI1","-0.5347668536352512270"
"MYB","-0.6397806415162514693"
"MYBL2","3.4344173552863033194"
"MYC","-3.4731808203407652513"
"MYCN","1.1346907568677826461"
"MYOD1","2.8529628079884346015"
"NANOG","1.7802440399015224681"
"NCOA1","1.9211058169159747067"
"NCOA2","1.8707756741707595172"
"NCOA3","3.3589838695287048687"
"NEUROD1","0.5263815324391326600"
"NFATC1","2.3031177833600264826"
"NFATC2","-0.6367909758817632548"
"NFE2","1.9409047912130577007"
"NFE2L1","2.6061827829406274404"
"NFE2L2","1.4634914682510666850"
"NFIC","-0.5181063524145165244"
"NFKB1","0.8863607316707985406"
"NFKB2","-2.4119932422078584899"
"NFYA","-1.8918913582956933261"
"NFYB","1.5704064409315341422"
"NR1H2","1.3931978024177364972"
"NR1H3","2.3087037111252985966"
"NR2C2","-2.8813418983616028157"
"NR2F1","-0.2120058101701325082"
"NR2F6","-1.6994426005034464211"
"NR3C1","0.6730145265061687754"
"NR4A1","1.4247619920919887271"
"NR5A2","1.0973000118129978553"
"NRF1","-0.2011764494627815147"
"ONECUT1","2.3324487131713977917"
"OTX2","0.8345599206735044850"
"PAX5","1.1222278107125154278"
"PAX6","-0.7088316516536363743"
"PAX8","0.0201398563339839978"
"PBX2","2.1503623336871067195"
"PBX3","4.3829266802110939949"
"PDX1","4.3224738358748000522"
"PGR","0.5801898142139629844"
"PKNOX1","1.3285066125686049165"
"POU2F1","0.4526275139714381335"
"POU4F2","4.7949466071295558933"
"POU5F1","2.9047775595231311030"
"PPARA","0.9153043620054431839"
"PPARG","1.1296967946672034078"
"PRDM1","2.7285889256789666035"
"PRDM14","2.6845597986471867458"
"PROX1","3.3949565328272557352"
"RARA","-0.8691137203726106986"
"RBPJ","2.6845290336971951994"
"REL","1.2451383494229288917"
"RELA","0.6556957080458069020"
"RELB","1.0725236598075511552"
"REST","1.5928287393411222350"
"RFX1","0.0396637511683015712"
"RFX2","-0.2308183748563434889"
"RFX5","-0.7125805957342021824"
"RUNX1","2.2467816043009141147"
"RUNX2","4.6106690202838214176"
"RUNX3","-0.0355427369221575570"
"RXRA","0.2230900795093580524"
"SIX2","2.4996491347581684117"
"SIX5","1.2095323148852685780"
"SMAD1","2.2107539312922845909"
"SMAD3","-1.4726070804178548190"
"SMAD4","0.2031133528804433819"
"SMAD5","-0.5572931262490740112"
"SNAI2","0.5678451455017611282"
"SNAPC4","-1.0223502770348391611"
"SOX10","-2.1165932052531948315"
"SOX11","2.1568027175566961695"
"SOX13","2.8021258596610558733"
"SOX2","1.4111062927428683622"
"SOX6","0.8583564011118256509"
"SOX9","1.2906332036832905974"
"SP1","1.8443814551902477650"
"SP2","2.5068836579923354790"
"SP3","2.9531813974990024363"
"SP4","3.1084970474796040918"
"SPI1","4.2036817727228639185"
"SPIB","1.5634068080935368261"
"SREBF1","4.3721938328226581660"
"SREBF2","2.0793409898073829112"
"SRF","0.2464400981351428654"
"STAT1","3.1472712889015639348"
"STAT2","3.7898473330334523368"
"STAT3","0.1161484469240932904"
"STAT4","-1.6439227078414300198"
"STAT5A","1.2224460551144142872"
"STAT5B","1.3984957283366270531"
"STAT6","-0.8930357884616937358"
"TAL1","0.8347283797866283939"
"TBP","2.8962904444912584978"
"TBX21","3.5337616443505139863"
"TCF12","5.7469183557227543346"
"TCF3","0.1782341025468067164"
"TCF4","4.8710552835912750425"
"TCF7","3.2172717272963562429"
"TCF7L2","1.7670559571368484875"
"TEAD1","6.8407369184811050999"
"TEAD2","-2.2522051009875641014"
"TEAD4","5.4279036630293031607"
"TFAP2A","0.4953576483568663535"
"TFAP2C","1.4758279378430241291"
"TFAP4","0.8893789687462345661"
"TFDP1","0.5514323654873054537"
"TGIF2","0.2877025766398927376"
"THAP1","1.1442071981156007876"
"THAP11","0.9287522759835997732"
"TP53","1.6908449864923997819"
"TP63","1.3231869042914572443"
"TP73","0.5319298071634610547"
"TWIST1","-1.0191686838624709477"
"USF1","2.4084271311731559884"
"USF2","2.6754290955939010743"
"VDR","0.0000855442757611733"
"WT1","0.6750030059606172417"
"XBP1","2.0631085048448656316"
"YY1","-0.8039679497587780554"
"ZBED1","0.6457408358745482246"
"ZBTB11","0.1536033463535557975"
"ZBTB33","0.4441513620854921629"
"ZBTB7A","-2.2352176011036193337"
"ZEB1","-1.4802711899625826675"
"ZEB2","-1.8514249981028503278"
"ZFX","-1.0984308603615025035"
"ZKSCAN1","0.8084056631102005674"
"ZNF143","0.3742481521016494672"
"ZNF217","4.2706391793832931825"
"ZNF24","-0.2340209071583332079"
"ZNF263","0.3508733276756204611"
"ZNF274","-0.1879343111787637743"
"ZNF384","3.2519226956555873365"
"ZNF592","1.3851525676420539668"
"ZNF639","0.6306225427788522131"
"ZNF740","0.4880377804720986146"
